carat,cut,color,clarity,depth,table,price,x,y,z
0.52,2,0,4,60.9,56.0,1707,5.17,5.21,3.16
0.28,4,4,5,61.6,57.0,429,4.22,4.25,2.61
1.01,3,2,3,60.0,60.0,3717,6.46,6.4,3.86
0.3,1,4,2,63.4,58.0,421,4.26,4.29,2.71
0.3,2,4,6,61.6,57.0,665,4.3,4.34,2.66
1.55,2,5,4,61.9,55.0,11067,7.46,7.43,4.61
0.32,2,3,6,62.4,56.0,842,4.36,4.39,2.73
1.0,1,1,5,60.6,65.0,6445,6.29,6.36,3.83
1.21,2,3,4,61.1,58.0,8699,6.9,6.87,4.21
1.01,4,0,3,59.8,57.0,4260,6.51,6.57,3.91
1.01,1,0,5,62.1,59.0,6998,6.28,6.35,3.92
0.7,0,2,2,65.3,54.0,1974,5.58,5.54,3.63
0.4,1,3,2,63.4,58.0,655,4.66,4.71,2.97
0.3,2,6,5,62.1,56.0,384,4.29,4.34,2.68
0.31,3,3,4,62.4,58.0,625,4.31,4.34,2.7
0.53,3,0,5,61.5,58.0,1956,5.24,5.2,3.21
1.05,2,3,5,60.8,57.0,6486,6.58,6.65,4.02
0.91,4,2,2,63.7,58.0,3991,6.08,6.11,3.88
0.62,4,2,5,59.5,63.0,1832,5.54,5.49,3.28
1.11,2,2,5,61.7,55.0,7473,6.65,6.67,4.11
0.4,3,0,4,60.9,58.0,1200,4.81,4.78,2.92
0.48,4,2,5,62.6,55.0,1311,5.0,5.07,3.15
1.05,4,1,3,62.3,56.0,4851,6.47,6.54,4.05
1.01,1,5,3,62.6,59.0,3399,6.24,6.35,3.94
0.75,1,2,0,64.0,59.0,1013,5.78,5.62,3.66
0.31,2,0,5,61.6,55.0,942,4.37,4.36,2.69
0.3,2,3,1,60.9,57.0,956,4.32,4.29,2.62
1.56,2,0,2,62.2,58.0,10934,7.37,7.42,4.6
0.38,4,5,3,62.7,58.0,500,4.57,4.61,2.88
1.0,4,1,2,63.2,57.0,5396,6.39,6.36,4.03
1.11,3,5,0,61.8,59.0,3183,6.65,6.58,4.09
1.0,0,1,5,67.0,54.0,5729,6.23,6.18,4.16
0.36,3,2,2,61.1,59.0,770,4.59,4.55,2.79
0.72,1,0,2,63.1,55.0,2757,5.69,5.75,3.61
0.81,2,2,2,61.5,57.0,3422,6.01,6.06,3.71
0.58,2,3,4,62.6,54.0,1984,5.34,5.3,3.33
0.52,3,1,3,61.1,57.0,1088,5.23,5.12,3.16
0.77,4,2,4,62.8,58.0,3350,5.79,5.86,3.66
1.07,4,0,3,62.6,61.0,4861,6.42,6.49,4.04
1.09,3,2,4,60.9,58.0,8057,6.63,6.67,4.05
0.31,3,4,2,62.3,55.0,573,4.36,4.34,2.71
0.4,3,2,2,62.0,56.0,945,4.77,4.72,2.94
0.34,2,4,6,61.6,53.0,751,4.5,4.52,2.78
1.04,2,4,2,62.7,54.0,4515,6.51,6.47,4.07
0.33,2,3,7,61.5,55.0,713,4.47,4.51,2.76
0.32,3,2,5,59.4,58.0,828,4.48,4.44,2.65
1.51,2,3,4,61.1,57.0,14674,7.41,7.38,4.52
0.61,2,2,7,61.4,56.0,3248,5.44,5.49,3.36
0.44,1,0,5,60.6,64.0,1238,4.97,4.89,2.99
1.05,2,2,4,62.3,55.0,8100,6.53,6.5,4.06
0.42,3,3,5,59.8,58.0,1087,4.9,4.86,2.92
1.32,3,2,4,61.7,59.0,11177,6.99,6.95,4.3
1.0,4,0,3,60.5,60.0,5227,6.41,6.44,3.89
0.83,2,2,3,59.5,57.0,2386,6.13,6.1,3.64
1.28,4,3,4,59.2,57.0,8895,7.05,7.13,4.2
0.32,4,1,2,60.1,60.0,561,4.42,4.47,2.67
1.07,2,1,3,62.4,57.0,4698,6.55,6.52,4.08
1.08,2,5,5,61.9,57.0,5172,6.54,6.61,4.07
0.42,1,3,2,63.1,56.0,687,4.75,4.79,3.01
0.53,2,2,2,61.6,54.0,1284,5.23,5.25,3.23
0.63,3,2,2,60.9,56.0,1736,5.58,5.56,3.39
0.32,3,4,7,62.3,58.0,645,4.33,4.37,2.71
0.54,2,3,7,60.8,56.0,1950,5.31,5.28,3.22
0.54,4,2,2,63.0,60.0,1356,5.13,5.12,3.23
1.02,2,2,2,62.3,56.0,5773,6.41,6.44,4.0
0.5,2,1,5,61.5,57.0,1624,5.11,5.14,3.15
0.58,2,3,5,61.1,55.0,1951,5.42,5.38,3.3
0.3,2,0,5,62.2,55.0,710,4.29,4.33,2.68
1.64,4,4,3,60.7,59.0,9632,7.61,7.65,4.63
0.32,2,1,5,62.1,56.0,900,4.41,4.38,2.73
0.38,4,2,5,59.7,57.0,752,4.73,4.79,2.84
0.29,4,1,4,58.9,56.0,504,4.35,4.37,2.57
0.4,2,2,5,63.4,54.0,1059,4.73,4.68,2.99
0.63,3,1,1,60.3,62.0,2879,5.55,5.53,3.34
0.43,2,2,4,61.9,56.0,774,4.84,4.85,3.0
0.5,4,0,2,62.5,58.0,1231,5.06,4.98,3.14
1.0,3,3,5,60.0,59.0,6451,6.54,6.46,3.9
1.11,1,5,5,63.6,58.0,5054,6.57,6.52,4.16
0.31,4,2,2,60.6,60.0,516,4.34,4.37,2.64
0.53,1,4,2,63.9,55.0,1242,5.19,5.14,3.3
2.02,3,6,3,63.0,58.0,8640,8.07,8.02,5.07
1.2,2,4,2,61.7,55.0,5822,6.86,6.82,4.22
1.82,3,4,5,61.6,60.0,14749,7.78,7.74,4.78
0.35,1,1,4,61.3,65.0,938,4.51,4.53,2.77
1.2,1,4,5,63.3,59.0,6710,6.74,6.78,4.28
0.5,3,3,4,60.7,62.0,1629,5.1,5.08,3.09
1.64,3,3,5,62.4,58.0,14201,7.49,7.52,4.68
0.44,2,3,3,61.1,55.0,694,4.93,4.95,3.02
0.7,3,3,3,62.0,60.0,2087,5.7,5.62,3.51
0.91,3,1,2,62.4,57.0,4138,6.23,6.11,3.85
0.58,4,4,2,62.5,58.0,1402,5.29,5.31,3.31
0.71,3,0,2,61.0,61.0,2863,5.82,5.75,3.53
1.3,3,3,5,60.9,60.0,9216,7.04,6.99,4.27
0.32,2,3,3,61.6,56.0,459,4.4,4.43,2.72
0.79,2,0,2,61.2,56.0,3185,6.02,5.95,3.66
0.73,2,1,2,62.2,56.0,2791,5.74,5.78,3.58
2.01,1,3,2,63.1,59.0,18572,7.98,8.03,5.05
0.38,2,5,4,62.0,54.0,700,4.67,4.72,2.91
1.01,3,2,5,62.4,58.0,6097,6.43,6.36,3.99
1.01,4,2,5,62.5,56.0,6083,6.4,6.44,4.01
0.5,3,3,3,60.7,57.0,978,5.15,5.07,3.1
0.41,2,1,4,61.7,55.0,1153,4.78,4.75,2.94
0.9,4,2,2,63.4,57.0,3699,6.06,6.11,3.86
0.3,3,5,4,59.8,60.0,473,4.34,4.36,2.6
1.23,4,4,5,60.6,59.0,6459,6.89,6.94,4.19
0.5,4,3,2,62.9,59.0,1187,5.04,5.07,3.18
1.13,2,1,7,60.1,59.0,11387,6.77,6.81,4.08
0.33,4,0,5,62.5,59.0,681,4.39,4.41,2.75
2.11,3,3,3,61.4,62.0,13069,8.25,8.21,5.05
0.32,3,0,2,61.4,58.0,589,4.38,4.42,2.7
2.4,3,6,2,59.7,58.0,15920,8.75,8.71,5.21
1.12,3,4,3,62.0,57.0,4641,6.68,6.61,4.12
0.32,2,0,2,62.0,57.0,589,4.38,4.42,2.73
1.09,2,2,3,61.2,55.0,5016,6.64,6.67,4.07
1.0,3,4,2,58.3,60.0,4816,6.5,6.44,3.77
0.38,3,3,4,60.6,58.0,1069,4.67,4.64,2.82
0.35,2,3,5,61.3,56.0,646,4.54,4.58,2.8
1.03,2,6,2,61.9,56.0,3921,6.45,6.5,4.01
0.3,4,0,2,62.5,57.0,552,4.26,4.28,2.67
1.0,3,0,3,59.9,59.0,4928,6.48,6.44,3.87
0.31,2,3,4,62.7,57.0,542,4.31,4.34,2.71
0.7,2,5,7,62.1,56.0,2367,5.68,5.72,3.54
0.36,2,1,5,61.1,56.0,1013,4.63,4.6,2.82
1.05,4,3,3,62.6,62.0,4516,6.45,6.49,4.05
0.34,2,5,2,62.3,55.0,459,4.42,4.47,2.77
1.01,3,4,5,61.3,58.0,5028,6.46,6.49,3.97
0.52,2,1,4,61.4,57.0,2512,5.21,5.18,3.19
1.07,4,1,1,58.6,63.0,11475,6.7,6.79,3.95
1.12,3,4,3,62.4,58.0,4065,6.58,6.63,4.12
0.77,2,1,3,61.0,57.0,2360,5.95,5.92,3.62
0.74,0,1,0,58.2,65.0,1865,6.03,5.89,3.47
1.01,4,0,5,60.6,56.0,7001,6.45,6.51,3.93
0.3,1,4,2,63.4,58.0,421,4.21,4.24,2.68
0.34,2,0,2,62.0,55.0,584,4.5,4.53,2.8
0.3,0,2,5,65.4,55.0,776,4.25,4.22,2.77
1.01,4,0,3,61.5,56.0,4719,6.39,6.46,3.95
1.01,2,2,3,60.5,57.0,4416,6.49,6.53,3.94
0.3,2,2,6,62.0,54.2,854,4.31,4.33,2.68
1.01,2,2,4,63.2,56.0,7209,6.35,6.41,4.03
0.34,2,2,3,61.9,54.0,426,4.51,4.53,2.8
1.14,1,3,3,63.7,60.0,4233,6.69,6.6,4.24
0.38,4,4,5,62.8,55.0,700,4.64,4.66,2.92
0.96,3,5,3,62.7,58.0,3229,6.24,6.2,3.9
0.41,2,2,7,61.7,56.0,1192,4.81,4.78,2.96
0.31,3,0,3,62.1,59.0,593,4.35,4.31,2.69
2.19,4,5,2,60.7,60.0,16397,8.46,8.4,5.12
0.36,2,3,4,61.4,56.0,949,4.55,4.6,2.81
0.31,2,1,1,62.5,56.0,1214,4.34,4.37,2.72
1.0,1,5,2,65.6,56.0,4042,6.23,6.3,4.11
1.03,3,5,2,61.0,58.0,4038,6.52,6.47,3.96
0.7,3,3,5,59.4,59.0,2657,5.79,5.76,3.43
0.4,3,1,4,61.8,56.0,1125,4.77,4.74,2.94
1.01,3,0,2,58.1,61.0,5147,6.66,6.59,3.85
0.38,2,0,5,61.5,56.0,954,4.66,4.7,2.88
0.3,2,1,5,62.5,56.0,844,4.3,4.28,2.68
0.54,2,1,5,61.7,55.0,1754,5.24,5.27,3.24
0.32,2,2,6,62.6,56.0,913,4.37,4.41,2.75
0.54,2,5,4,63.1,55.0,1453,5.18,5.22,3.27
0.91,3,5,2,60.8,59.0,2475,6.23,6.2,3.78
1.01,3,3,5,61.2,59.0,5131,6.43,6.37,3.92
1.01,4,4,5,61.6,60.0,5204,6.46,6.39,3.96
0.31,1,1,2,63.2,59.0,544,4.24,4.31,2.7
0.4,2,0,6,62.8,57.0,1279,4.65,4.68,2.93
0.31,3,6,2,60.9,60.0,465,4.38,4.36,2.66
0.5,2,1,5,61.8,55.0,1624,5.06,5.11,3.14
1.01,4,1,3,62.0,60.0,4445,6.36,6.41,3.96
0.32,2,3,5,61.8,55.0,720,4.43,4.41,2.73
0.96,1,5,0,58.6,64.0,2333,6.34,6.26,3.69
1.51,3,3,3,62.7,57.0,7145,7.33,7.29,4.58
1.02,2,0,2,61.7,56.0,7564,6.4,6.49,3.97
0.9,3,3,5,59.0,58.0,3841,6.29,6.25,3.7
0.5,4,2,5,63.0,58.0,1436,5.05,5.08,3.19
0.6,3,4,2,60.1,61.0,1219,5.43,5.39,3.25
0.43,3,2,6,60.3,58.0,1422,4.91,4.88,2.95
0.61,2,3,6,61.2,56.0,3008,5.46,5.48,3.35
1.0,1,6,5,58.7,61.0,3769,6.5,6.52,3.82
1.14,4,6,3,62.4,57.0,4470,6.66,6.7,4.17
1.01,1,0,5,60.1,64.0,5986,6.36,6.32,3.81
0.7,1,2,2,64.3,63.0,2059,5.58,5.55,3.58
0.9,4,0,4,63.0,58.0,5547,6.11,6.14,3.86
0.3,4,3,7,63.1,56.0,878,4.23,4.2,2.66
2.0,3,6,4,62.0,62.0,11793,8.02,7.91,4.94
0.91,4,0,3,63.9,56.0,3837,6.06,6.09,3.88
0.72,2,1,5,60.8,57.0,3091,5.79,5.82,3.53
0.4,2,6,5,62.9,57.0,765,4.75,4.7,2.97
0.5,0,1,2,66.5,58.0,1098,4.87,4.9,3.25
2.01,3,4,2,58.2,62.0,16287,8.26,8.21,4.79
0.9,0,1,5,65.0,55.0,4057,6.11,6.04,3.95
0.58,4,3,7,62.1,58.0,1872,5.35,5.4,3.34
1.01,1,1,2,63.2,59.0,5411,6.27,6.35,3.99
1.5,2,0,5,62.6,56.0,15992,7.27,7.21,4.53
1.66,2,5,4,61.0,55.0,10691,7.67,7.64,4.67
0.3,3,2,5,61.6,58.0,776,4.31,4.29,2.65
0.34,2,0,4,62.6,56.0,749,4.49,4.52,2.82
0.31,2,3,5,62.2,56.0,698,4.34,4.31,2.69
0.32,4,0,2,63.3,57.0,756,4.39,4.36,2.77
0.32,2,3,4,62.1,55.0,645,4.4,4.42,2.74
0.37,3,2,2,60.3,58.0,791,4.66,4.62,2.8
0.52,4,3,3,63.0,55.0,1049,5.12,5.14,3.23
0.3,4,2,3,61.7,62.0,394,4.25,4.27,2.63
1.0,2,4,7,62.9,55.0,6607,6.34,6.39,4.0
1.5,2,5,2,62.7,57.0,8291,7.21,7.3,4.55
1.0,2,0,3,61.5,56.0,4956,6.45,6.41,3.95
1.52,2,2,4,62.2,55.0,16055,7.29,7.41,4.57
1.0,0,0,2,67.3,57.0,5096,6.15,6.04,4.1
1.06,3,2,3,62.4,58.0,4372,6.5,6.54,4.07
1.0,2,2,4,61.9,57.0,7526,6.41,6.39,3.96
0.78,4,2,3,62.2,59.0,2550,5.89,5.94,3.68
0.5,4,0,5,60.8,56.0,1758,5.14,5.16,3.13
0.32,2,1,6,60.7,55.0,860,4.42,4.45,2.69
1.29,3,0,3,59.4,62.0,6935,7.06,6.99,4.17
0.7,4,3,1,58.5,60.0,3543,5.83,5.87,3.42
0.32,2,3,7,61.8,55.0,730,4.41,4.43,2.73
1.01,3,2,2,61.9,58.0,4412,6.38,6.34,3.94
1.07,3,0,3,62.6,61.0,4949,6.49,6.42,4.04
1.87,2,6,2,62.3,57.0,9955,7.82,7.88,4.89
0.4,4,1,5,62.9,55.0,912,4.72,4.73,2.97
0.9,0,3,5,65.8,61.0,4309,5.99,5.96,3.93
0.56,2,3,4,60.7,55.0,1855,5.33,5.36,3.25
1.0,2,0,2,61.7,57.0,5489,6.39,6.42,3.95
1.01,1,0,2,63.9,61.0,5147,6.31,6.28,4.02
0.71,2,1,2,62.4,56.0,2681,5.68,5.7,3.55
1.35,2,6,2,62.3,57.0,6281,7.02,7.08,4.39
0.3,3,1,3,61.9,58.0,540,4.31,4.28,2.66
0.41,3,1,4,61.2,58.0,1079,4.76,4.78,2.92
0.44,2,1,7,61.9,56.0,1274,4.88,4.91,3.03
0.5,3,0,2,62.3,58.0,1654,5.07,5.04,3.15
1.14,3,4,5,61.7,60.0,5937,6.74,6.67,4.14
1.23,3,0,3,58.9,58.0,5283,6.99,6.97,4.11
0.28,4,3,7,61.4,55.0,522,4.21,4.24,2.59
1.41,2,4,4,60.7,56.0,9752,7.31,7.22,1.41
1.0,0,1,2,65.8,59.0,4798,6.07,6.15,4.02
0.91,4,4,7,63.6,56.0,4143,6.11,6.13,3.89
1.04,4,2,2,60.1,62.0,5290,6.54,6.6,3.95
0.43,2,3,6,61.5,56.0,1207,4.85,4.87,2.99
0.51,2,0,4,62.3,56.0,1882,5.09,5.12,3.18
0.53,3,1,3,60.5,60.0,1227,5.24,5.21,3.16
0.31,3,1,5,58.1,60.0,639,4.49,4.42,2.59
1.01,2,4,3,61.6,56.0,3501,6.48,6.44,3.98
1.21,4,1,2,62.2,60.0,7703,6.78,6.76,4.21
0.3,2,3,4,62.2,55.0,624,4.28,4.31,2.67
1.71,2,6,4,61.6,57.0,10821,7.67,7.62,4.71
0.35,2,2,2,62.2,56.0,748,4.52,4.48,2.8
1.02,2,2,2,62.8,55.0,5398,6.43,6.4,4.03
0.41,3,3,4,60.0,61.0,961,4.86,4.77,2.89
1.03,3,4,5,62.4,58.0,5078,6.47,6.39,4.01
0.71,2,0,5,62.3,56.0,3137,5.68,5.72,3.55
0.8,4,1,4,60.7,60.0,4118,6.0,6.09,3.67
0.92,3,2,2,61.8,59.0,4037,6.21,6.25,3.85
1.7,2,5,4,60.1,57.0,12099,7.8,7.77,4.68
1.61,3,2,5,62.3,59.0,15426,7.53,7.47,4.67
0.71,1,1,3,57.5,58.0,1783,5.91,5.89,3.39
0.62,2,2,6,61.9,56.0,3499,5.46,5.48,3.38
0.54,3,1,2,59.5,61.0,1356,5.31,5.28,3.15
0.53,2,3,2,62.7,55.0,1308,5.15,5.19,3.24
0.83,2,6,5,61.5,57.0,2241,6.08,6.03,3.72
1.1,2,2,7,61.2,56.0,9641,6.65,6.68,4.08
0.5,4,1,2,63.3,57.0,1374,5.01,4.94,3.15
1.01,2,4,2,62.3,55.0,5029,6.46,6.45,4.02
0.38,3,0,3,61.1,58.0,812,4.68,4.62,2.84
0.52,2,2,5,60.3,57.0,1429,5.2,5.24,3.15
0.3,2,4,4,61.4,57.0,545,4.31,4.32,2.65
0.42,2,2,2,62.0,57.0,773,4.81,4.83,2.99
0.31,2,2,5,60.8,57.0,802,4.39,4.36,2.66
1.2,4,5,2,63.3,57.0,4704,6.7,6.66,4.23
0.3,4,3,4,61.7,57.0,620,4.28,4.32,2.65
0.41,2,3,3,61.7,56.0,648,4.79,4.81,2.96
0.31,2,4,5,62.0,57.0,628,4.38,4.33,2.7
0.3,4,5,1,63.3,56.0,810,4.26,4.21,2.68
0.71,2,0,7,61.3,57.0,3856,5.7,5.81,3.53
1.0,4,1,2,63.1,57.0,5051,6.36,6.39,4.02
0.6,2,0,5,61.5,55.0,2325,5.42,5.45,3.34
0.33,3,3,6,60.9,60.0,1114,4.5,4.46,2.73
0.9,3,5,5,58.7,60.0,2923,6.35,6.28,3.7
0.78,4,4,3,63.5,56.0,2265,5.82,5.86,3.71
1.51,3,2,5,62.0,60.0,14165,7.23,7.35,4.52
0.77,4,3,5,58.3,63.0,2896,6.0,6.05,3.51
1.2,2,2,5,61.2,53.0,8588,6.88,6.85,4.2
0.37,2,1,5,60.1,59.0,768,4.64,4.68,2.8
0.39,1,5,4,63.1,58.0,737,4.68,4.61,2.93
0.41,4,1,4,62.8,60.0,834,4.72,4.77,2.98
0.5,1,3,6,60.0,62.0,1966,5.12,5.18,3.09
0.3,2,0,5,61.4,55.0,911,4.34,4.32,2.66
0.38,3,0,5,58.8,61.0,1117,4.74,4.71,2.78
1.0,4,2,5,62.9,59.0,6183,6.4,6.47,4.02
0.42,2,5,2,62.3,54.0,654,4.82,4.84,3.01
0.72,4,1,6,61.2,58.0,3903,5.75,5.79,3.53
0.45,2,3,2,61.6,54.0,831,4.96,4.98,3.06
0.92,4,0,2,62.9,56.0,4676,6.18,6.22,3.9
0.3,4,1,3,61.9,58.0,421,4.28,4.31,2.66
0.41,3,1,3,60.0,59.0,683,4.78,4.82,2.88
0.52,2,2,7,61.5,55.0,2092,5.17,5.21,3.19
1.01,4,1,2,63.2,59.0,4830,6.28,6.25,3.96
0.29,4,1,7,61.4,58.0,633,4.25,4.31,2.63
0.3,2,1,4,60.7,57.0,710,4.31,4.36,2.63
1.03,3,1,5,62.9,61.0,6922,6.42,6.36,4.02
0.59,2,0,2,61.4,55.0,1783,5.41,5.43,3.33
0.3,3,2,1,61.6,58.0,846,4.3,4.34,2.66
0.41,4,1,2,63.5,57.0,969,4.73,4.69,2.99
0.31,2,1,7,59.7,61.0,755,4.4,4.41,2.63
1.12,3,3,1,60.9,57.0,9126,6.79,6.68,4.1
0.34,3,4,5,61.3,60.0,689,4.53,4.47,2.76
0.83,3,0,3,62.7,56.0,3078,6.01,5.98,3.76
0.3,3,1,4,61.8,58.0,710,4.31,4.33,2.67
0.33,2,3,2,61.3,56.0,631,4.51,4.46,2.75
0.34,2,0,2,62.8,55.0,803,4.5,4.45,2.81
0.3,2,0,4,62.0,54.0,848,4.34,4.3,2.68
0.33,2,4,6,62.1,55.0,752,4.42,4.44,2.75
1.02,2,4,4,62.2,56.0,5569,6.48,6.42,4.01
0.3,2,6,5,61.9,56.0,491,4.3,4.33,2.67
1.0,0,3,2,68.3,61.0,3965,6.02,5.93,4.08
0.43,2,4,2,61.9,55.0,783,4.84,4.88,3.01
1.51,2,4,1,62.7,56.0,12437,7.26,7.38,4.59
1.02,3,1,5,58.4,57.0,6854,6.64,6.59,3.86
0.5,2,3,7,61.4,57.0,1838,5.1,5.13,3.14
0.27,3,0,5,59.6,61.0,567,4.26,4.23,2.53
1.02,2,2,3,61.4,56.0,4578,6.47,6.5,3.98
0.41,1,4,2,64.3,54.0,748,4.72,4.68,3.02
0.53,2,1,2,61.6,56.0,1607,5.23,5.19,3.21
0.29,4,2,7,63.1,57.0,664,4.22,4.3,2.69
0.3,3,5,4,60.4,58.0,608,4.4,4.34,2.64
0.9,3,3,3,61.9,61.0,3175,6.13,6.06,3.77
1.04,3,0,3,59.8,58.0,5154,6.61,6.56,3.94
0.42,2,2,7,61.7,57.0,1221,4.81,4.78,2.96
1.02,3,2,5,62.7,59.0,6220,6.41,6.44,4.03
1.05,3,2,5,62.6,58.0,7025,6.47,6.5,4.06
0.39,2,3,5,62.0,57.0,816,4.68,4.74,2.92
0.58,0,3,5,65.0,56.0,1430,5.23,5.17,3.38
0.7,4,3,6,62.8,56.0,3276,5.63,5.67,3.55
1.01,3,2,2,62.5,58.0,4899,6.39,6.42,4.0
0.76,2,2,1,59.6,58.0,4596,5.95,5.96,3.55
1.01,4,2,5,63.1,60.0,6271,6.39,6.29,4.0
0.31,2,4,5,61.5,56.0,507,4.38,4.4,2.7
0.39,3,2,4,60.6,55.0,1092,4.77,4.73,2.88
0.32,3,3,5,61.9,58.0,720,4.43,4.36,2.72
1.27,2,6,3,61.2,55.7,4931,6.95,6.99,4.27
0.72,2,1,5,62.8,57.0,2835,5.71,5.73,3.59
1.12,2,4,5,61.8,55.0,6110,6.64,6.7,4.12
0.5,1,0,2,63.2,59.0,1395,5.02,5.04,3.18
0.91,2,6,4,60.7,57.0,3267,6.23,6.26,3.79
0.51,2,3,7,61.6,55.0,2197,5.13,5.16,3.17
0.3,2,5,3,61.9,56.0,367,4.3,4.32,2.67
1.25,4,4,2,62.4,55.0,6113,6.85,6.89,4.29
1.05,3,3,3,61.3,58.0,4241,6.55,6.6,4.03
0.7,4,6,7,63.2,55.0,1968,5.63,5.57,3.54
2.06,2,5,3,61.4,57.0,10728,8.22,8.18,5.03
0.57,2,1,4,61.5,55.0,2164,5.35,5.37,3.3
1.01,0,3,0,64.5,56.0,2287,6.32,6.26,4.06
0.3,3,3,7,62.0,58.0,878,4.29,4.26,2.65
0.45,4,3,3,59.7,61.0,764,4.95,5.0,2.97
0.7,4,4,3,60.0,60.0,2077,5.76,5.8,3.47
0.4,3,3,1,60.8,58.0,1397,4.77,4.73,2.89
0.5,2,3,6,62.2,54.0,1883,5.1,5.13,3.18
1.83,4,3,5,60.5,59.0,18358,7.89,7.99,4.8
1.11,2,4,2,61.0,56.0,5315,6.74,6.7,4.1
1.68,1,1,0,64.3,60.0,5765,7.44,7.48,4.8
1.0,3,2,3,60.4,58.0,3858,6.47,6.44,3.9
0.91,1,1,3,63.1,61.0,3520,6.04,6.14,3.84
0.4,2,3,6,60.8,54.0,1097,4.8,4.83,2.93
1.7,3,3,4,61.0,59.0,16521,7.7,7.64,4.68
0.52,2,3,6,61.0,57.0,1969,5.18,5.2,3.17
0.47,2,4,2,61.1,55.0,787,5.04,5.07,3.09
1.01,2,1,4,62.7,55.0,7528,6.4,6.45,4.03
1.56,2,6,2,61.8,57.0,6727,7.44,7.39,4.58
0.3,3,4,4,62.3,58.0,675,4.28,4.26,2.66
1.5,3,1,5,61.8,59.0,14790,7.31,7.38,4.54
1.35,2,0,5,61.3,57.0,10796,7.13,7.09,4.36
1.03,2,4,3,60.8,56.0,3634,6.56,6.47,3.96
0.34,2,3,2,61.5,55.0,540,4.49,4.52,2.77
1.04,1,0,3,57.6,63.0,4191,6.67,6.7,3.85
0.7,1,1,2,57.8,62.0,2150,5.79,5.84,3.36
0.41,2,3,6,62.2,54.0,1076,4.79,4.82,2.99
0.64,2,5,4,60.8,54.0,1589,5.55,5.6,3.39
1.01,4,0,1,61.6,56.0,16087,6.43,6.46,3.97
2.19,3,6,3,61.8,60.0,13355,8.35,8.25,5.13
0.34,2,3,7,62.0,56.0,735,4.46,4.48,2.77
1.52,2,2,2,62.0,54.0,12182,7.44,7.36,4.59
0.32,2,3,4,60.7,56.0,602,4.43,4.46,2.7
0.77,2,1,5,61.0,56.0,3303,5.91,5.96,3.62
0.7,4,1,5,62.6,56.0,2513,5.65,5.69,3.55
2.07,2,5,5,60.3,59.0,17045,8.23,8.28,4.98
0.71,4,2,6,61.8,55.0,3461,5.71,5.77,3.55
0.26,2,4,2,60.5,58.0,474,4.16,4.17,2.52
0.42,2,1,7,62.3,55.0,1216,4.76,4.81,2.98
1.01,2,1,4,61.5,57.0,7727,6.47,6.44,3.97
1.54,3,1,5,60.8,58.0,15323,7.44,7.39,4.51
1.51,4,2,2,62.6,57.0,12141,7.25,7.31,4.56
0.73,2,6,5,62.3,55.0,2101,5.74,5.78,3.59
1.22,3,1,2,62.3,59.0,7395,6.8,6.74,4.22
1.01,0,2,3,64.8,55.0,3477,6.37,6.26,4.1
0.4,3,3,7,62.7,59.0,982,4.69,4.72,2.95
0.4,4,1,2,62.0,55.0,737,4.68,4.74,2.92
0.32,2,6,1,61.0,57.0,521,4.42,4.46,2.71
0.3,2,1,2,61.7,55.0,640,4.33,4.36,2.68
0.52,2,1,5,61.0,55.0,1651,5.2,5.26,3.19
0.56,3,5,6,62.4,56.0,1698,5.28,5.24,3.28
0.77,1,5,2,62.3,55.0,2264,5.88,5.93,3.68
0.74,3,1,4,61.2,58.0,3312,5.88,5.82,3.58
0.31,2,3,5,62.7,57.0,698,4.34,4.31,2.71
1.52,3,3,2,61.6,57.0,9952,7.4,7.33,4.54
0.52,3,1,2,61.6,58.0,1605,5.17,5.12,3.17
0.49,3,3,5,61.0,59.0,1225,5.13,5.06,3.11
0.33,2,1,6,61.2,56.0,1052,4.51,4.45,2.74
1.07,3,4,2,60.4,59.0,5123,6.65,6.62,4.01
1.51,3,3,2,59.7,58.0,10020,7.5,7.45,4.46
1.44,4,0,5,63.1,56.0,10967,7.15,7.12,4.5
1.0,3,4,0,61.3,60.0,2695,6.39,6.43,3.93
0.32,2,3,3,63.0,56.0,540,4.35,4.32,2.73
0.31,3,1,5,61.7,58.0,872,4.34,4.31,2.67
1.03,2,5,3,59.8,56.0,3530,6.64,6.58,3.95
1.03,1,4,2,63.1,56.0,4326,6.35,6.39,4.02
0.84,3,0,4,60.6,57.0,4365,6.15,6.06,3.7
0.34,2,0,5,62.4,53.0,1033,4.52,4.49,2.81
1.7,3,3,3,62.5,58.0,10574,7.53,7.6,4.73
1.24,2,1,2,63.5,55.0,7701,6.86,6.82,4.35
1.3,2,3,5,61.9,55.0,9060,7.01,7.04,4.35
0.41,3,4,2,62.0,59.0,683,4.78,4.8,2.97
0.3,3,4,6,63.0,58.0,878,4.25,4.22,2.67
0.5,4,3,5,62.8,56.0,1373,5.05,5.08,3.18
0.32,2,3,4,61.8,55.0,559,4.42,4.45,2.74
0.78,2,1,5,61.4,56.0,3582,5.91,5.95,3.64
0.9,4,2,5,64.2,59.0,4268,6.07,6.11,3.91
0.42,2,2,4,61.4,57.0,1031,4.78,4.83,2.95
0.28,4,5,4,60.9,57.0,462,4.22,4.25,2.58
0.41,1,4,2,63.8,56.0,683,4.69,4.74,3.01
0.3,3,4,7,62.1,52.0,776,4.31,4.29,2.67
1.04,2,4,2,59.7,60.0,4812,6.61,6.59,3.94
